dose,T_anneal,t_anneal,pO2,Rs,Xj
655559023103577.2,1273.8542058509297,1.9193537159608265,2.3333323347424235,53.5143968631872,66.31703467599421
1863062356900737.5,1264.341416181362,0.5123753733446668,6.057430439757081,22.599672408063494,42.91183622717625
1032619856924782.5,1255.0610527328915,28.88270606097118,6.771540444035061,33.82452432502063,196.65272637275757
153117053219908.7,1339.9146439502344,4.541943780082043,3.4497471292342516,193.179473709757,120.25504631602867
277754547590603.06,1230.2606852896095,18.3026845484596,9.592491816319264,113.93820252002403,86.21020920494294
124515535893345.08,1315.420527619513,3.165487847827047,7.778942999949781,238.39407431023122,79.72075767511227
401839381123440.4,1327.2701048455551,1.0810673247606548,4.24481000949464,83.4708284062521,79.20978862675024
1679577014918376.5,1344.1885664253407,4.878647943107643,7.260864444324556,20.835700142336194,254.20159113759667
1358205751381647.0,1244.1107761023693,25.81035287188398,8.9536795280687,26.516830702030063,186.68552734971598
2047309185011085.8,1284.9661065266528,1.2273461287331493,5.836713954828043,19.239287150187675,84.76859001144804
458163303797422.3,1351.1274567647831,16.738745903096586,0.4314864313148352,61.28268258962082,204.42404574857366
486085471662677.3,1321.232133659387,6.879287152557974,2.1857400560434215,64.07358390606528,168.39791817569187
333562151708159.2,1259.9759281864651,3.092084768871123,3.005161273129686,99.98621255291886,56.268576198720105
102105756483202.94,1295.5068092877798,9.052788902087084,1.0637629245022635,270.08586820298615,94.81211772173015
2410783165613371.0,1250.8672205151765,2.2885595525436315,3.7276461141343904,16.944617632229264,79.35044784946112
3492668275471586.0,1329.9833892269633,0.7872488382129296,0.5681915353603476,10.141127741456275,130.97846632105197
2613155891882524.0,1359.6740772475325,0.9666908332108124,5.178838463008863,14.598628739286582,177.5343108346683
639295706378827.5,1288.8623097903787,1.5080734636444268,9.897969971229772,56.683642701406505,70.45951957038505
3110465210901076.5,1349.622726928005,1.8805175176895088,6.433224372967507,12.468799824733503,223.55272075393458
382093215901188.4,1363.017813069774,7.489622231249913,1.3127214222756731,74.90313961587462,197.40528152376777
1080537971727094.9,1337.7260492695998,3.5633570858615795,8.210048513253051,32.15942837984624,186.93705124539557
946113140080441.2,1282.6623205220912,20.49501810861274,0.144396161744716,28.86399818168539,215.4244367734144
145561694480271.34,1262.3710820933625,24.068157416193856,3.082843986324335,203.78583578024586,112.4730795509672
4340558371858091.5,1225.3211704021383,14.208277590905048,3.8485869223685576,9.145357429624413,164.26981351955874
232755810594531.53,1357.6713128025647,11.797538813276644,0.7687660582787588,114.48119069647746,174.44917913168942
295869172998671.0,1306.6260982482097,2.5027160535234727,7.010698199757406,110.51544724606221,85.15021251272046
722574101633973.2,1291.5616617906537,0.8825043890176131,5.686257669929171,52.35705767427927,57.23293299511147
4073121548116380.0,1275.8652410129605,1.3281491156727792,4.454959749642391,10.492692098797606,96.47978273697979
212226065508249.22,1318.327926616468,1.677093056295169,9.03681058254793,156.24734325358847,73.11046682366701
166965965214009.34,1370.302013915184,0.7204054006055852,6.596579617034564,189.85241150009534,77.0486587302969
114852215458243.28,1231.8130752441693,4.2534912271487695,1.6544021013078902,280.15236705748356,34.28593174921111
1539967204882852.0,1311.147534427833,2.7543600306881033,8.465405083830705,23.95003857018765,147.49022345279812
4949690467068751.0,1367.0463328543335,0.6029677222612908,7.521201250435395,8.209549023495102,185.7200608808887
2896800705760738.5,1240.4492382329943,6.081995686900755,8.745554733210334,13.91955285571686,118.28559626715725
529446910243462.3,1333.691362111464,9.949194051820788,1.9873381825193708,57.64580103452227,204.88592574586283
253554926639360.2,1247.4098487711706,7.979688669389193,4.862210918919074,131.69602898630043,71.24362185307284
1214001981435255.0,1270.7488412634054,0.6570400644721449,4.6252120674827335,33.02656715321202,45.452206740104344
823741729513565.8,1237.9189547004487,12.155118697604367,9.276683847233018,43.088062055388,108.10873057605106
2255376383753779.5,1299.6723644617286,5.768118212956625,2.5893580367633073,15.369370665834102,205.84238087843286
192918802149973.34,1303.0271651199055,15.0688776816346,5.312530288893565,156.26768402995106,143.04547748736354
